City,County,State,Timezone,Continent
Hinckley,Somerset,Maine,New_York,America
Jackman,Somerset,Maine,New_York,America
Kingfield,Franklin,Maine,New_York,America
Liberty,Waldo,Maine,New_York,America
Madison,Somerset,Maine,New_York,America
Monroe,Waldo,Maine,New_York,America
Morrill,Waldo,Maine,New_York,America
Newport,Penobscot,Maine,New_York,America
New Sharon,Franklin,Maine,New_York,America
New Vineyard,Franklin,Maine,New_York,America
Norridgewock,Somerset,Maine,New_York,America
North Anson,Somerset,Maine,New_York,America
New Portland,Somerset,Maine,New_York,America
North Vassalboro,Kennebec,Maine,New_York,America
Oakland,Kennebec,Maine,New_York,America
Oquossoc,Franklin,Maine,New_York,America
Palmyra,Somerset,Maine,New_York,America
Phillips,Franklin,Maine,New_York,America
Pittsfield,Somerset,Maine,New_York,America
Plymouth,Penobscot,Maine,New_York,America
Rangeley,Franklin,Maine,New_York,America
Saint Albans,Somerset,Maine,New_York,America
Searsmont,Waldo,Maine,New_York,America
Searsport,Waldo,Maine,New_York,America
Shawmut,Somerset,Maine,New_York,America
Skowhegan,Somerset,Maine,New_York,America
Smithfield,Somerset,Maine,New_York,America
Solon,Somerset,Maine,New_York,America
Stockton Springs,Waldo,Maine,New_York,America
Stratton,Franklin,Maine,New_York,America
Strong,Franklin,Maine,New_York,America
Temple,Franklin,Maine,New_York,America
West Forks,Somerset,Maine,New_York,America
Thorndike,Waldo,Maine,New_York,America
Troy,Waldo,Maine,New_York,America
Unity,Waldo,Maine,New_York,America
Vassalboro,Kennebec,Maine,New_York,America
West Farmington,Franklin,Maine,New_York,America
White River Junction,Windsor,Vermont,New_York,America
Barnard,Windsor,Vermont,New_York,America
Bethel,Windsor,Vermont,New_York,America
Bradford,Orange,Vermont,New_York,America
Bridgewater,Windsor,Vermont,New_York,America
Bridgewater Corners,Windsor,Vermont,New_York,America
Brookfield,Orange,Vermont,New_York,America
Brownsville,Windsor,Vermont,New_York,America
Chelsea,Orange,Vermont,New_York,America
Corinth,Orange,Vermont,New_York,America
East Corinth,Orange,Vermont,New_York,America
East Randolph,Orange,Vermont,New_York,America
East Ryegate,Caledonia,Vermont,New_York,America
East Thetford,Orange,Vermont,New_York,America
Fairlee,Orange,Vermont,New_York,America
Groton,Caledonia,Vermont,New_York,America
Hartland,Windsor,Vermont,New_York,America
Mc Indoe Falls,Caledonia,Vermont,New_York,America
Newbury,Orange,Vermont,New_York,America
North Hartland,Windsor,Vermont,New_York,America
North Pomfret,Windsor,Vermont,New_York,America
Norwich,Windsor,Vermont,New_York,America
Plymouth,Windsor,Vermont,New_York,America
Post Mills,Orange,Vermont,New_York,America
Quechee,Windsor,Vermont,New_York,America
Randolph,Orange,Vermont,New_York,America
Randolph Center,Orange,Vermont,New_York,America
Reading,Windsor,Vermont,New_York,America
Sharon,Windsor,Vermont,New_York,America
South Pomfret,Windsor,Vermont,New_York,America
South Royalton,Windsor,Vermont,New_York,America
South Ryegate,Caledonia,Vermont,New_York,America
South Strafford,Orange,Vermont,New_York,America
South Woodstock,Windsor,Vermont,New_York,America
Strafford,Orange,Vermont,New_York,America
Thetford Center,Orange,Vermont,New_York,America
Topsham,Orange,Vermont,New_York,America
Tunbridge,Orange,Vermont,New_York,America
Vershire,Orange,Vermont,New_York,America
Wells River,Orange,Vermont,New_York,America
West Fairlee,Orange,Vermont,New_York,America
West Hartford,Windsor,Vermont,New_York,America
West Topsham,Orange,Vermont,New_York,America
Windsor,Windsor,Vermont,New_York,America
Woodstock,Windsor,Vermont,New_York,America
Bellows Falls,Windham,Vermont,New_York,America
Cambridgeport,Windham,Vermont,New_York,America
Cavendish,Windsor,Vermont,New_York,America
Chester,Windsor,Vermont,New_York,America
Grafton,Windham,Vermont,New_York,America
Londonderry,Windham,Vermont,New_York,America
Ludlow,Windsor,Vermont,New_York,America
North Springfield,Windsor,Vermont,New_York,America
Perkinsville,Windsor,Vermont,New_York,America
Peru,Bennington,Vermont,New_York,America
Proctorsville,Windsor,Vermont,New_York,America
Saxtons River,Windham,Vermont,New_York,America
South Londonderry,Windham,Vermont,New_York,America
Springfield,Windsor,Vermont,New_York,America
Westminster,Windham,Vermont,New_York,America
Weston,Windsor,Vermont,New_York,America
Bennington,Bennington,Vermont,New_York,America
Arlington,Bennington,Vermont,New_York,America
Dorset,Bennington,Vermont,New_York,America
East Arlington,Bennington,Vermont,New_York,America
East Dorset,Bennington,Vermont,New_York,America
Manchester,Bennington,Vermont,New_York,America
Manchester Center,Bennington,Vermont,New_York,America
North Bennington,Bennington,Vermont,New_York,America
North Pownal,Bennington,Vermont,New_York,America
Pownal,Bennington,Vermont,New_York,America
Shaftsbury,Bennington,Vermont,New_York,America
Brattleboro,Windham,Vermont,New_York,America
Bondville,Bennington,Vermont,New_York,America
East Dover,Windham,Vermont,New_York,America
Jacksonville,Windham,Vermont,New_York,America
Jamaica,Windham,Vermont,New_York,America
Newfane,Windham,Vermont,New_York,America
Putney,Windham,Vermont,New_York,America
Readsboro,Bennington,Vermont,New_York,America
Stamford,Bennington,Vermont,New_York,America
Townshend,Windham,Vermont,New_York,America
Vernon,Windham,Vermont,New_York,America
Wardsboro,Windham,Vermont,New_York,America
West Dover,Windham,Vermont,New_York,America
West Halifax,Windham,Vermont,New_York,America
West Townshend,Windham,Vermont,New_York,America
West Wardsboro,Windham,Vermont,New_York,America
Whitingham,Windham,Vermont,New_York,America
Williamsville,Windham,Vermont,New_York,America
Wilmington,Windham,Vermont,New_York,America
Burlington,Chittenden,Vermont,New_York,America
South Burlington,Chittenden,Vermont,New_York,America
Winooski,Chittenden,Vermont,New_York,America
Burlington,Chittenden,Vermont,New_York,America
Burlington,Chittenden,Vermont,New_York,America
Colchester,Chittenden,Vermont,New_York,America
Alburgh,Grand Isle,Vermont,New_York,America
Bakersfield,Franklin,Vermont,New_York,America
Belvidere Center,Lamoille,Vermont,New_York,America
Bristol,Addison,Vermont,New_York,America
Cambridge,Franklin,Vermont,New_York,America
Charlotte,Chittenden,Vermont,New_York,America
Colchester,Chittenden,Vermont,New_York,America
East Berkshire,Franklin,Vermont,New_York,America
East Fairfield,Franklin,Vermont,New_York,America
Enosburg Falls,Franklin,Vermont,New_York,America
Essex Junction,Chittenden,Vermont,New_York,America
Fairfax,Franklin,Vermont,New_York,America
Fairfield,Franklin,Vermont,New_York,America
Ferrisburgh,Addison,Vermont,New_York,America
Franklin,Franklin,Vermont,New_York,America
Grand Isle,Grand Isle,Vermont,New_York,America
Highgate Center,Franklin,Vermont,New_York,America
Hinesburg,Chittenden,Vermont,New_York,America
Huntington,Chittenden,Vermont,New_York,America
Isle La Motte,Grand Isle,Vermont,New_York,America
Jeffersonville,Lamoille,Vermont,New_York,America
Jericho,Chittenden,Vermont,New_York,America
Milton,Chittenden,Vermont,New_York,America
Montgomery Center,Franklin,Vermont,New_York,America
New Haven,Addison,Vermont,New_York,America
North Ferrisburgh,Addison,Vermont,New_York,America
North Hero,Grand Isle,Vermont,New_York,America
Richford,Franklin,Vermont,New_York,America
Richmond,Chittenden,Vermont,New_York,America
Saint Albans,Franklin,Vermont,New_York,America
Saint Albans Bay,Franklin,Vermont,New_York,America
Shelburne,Chittenden,Vermont,New_York,America
Sheldon,Franklin,Vermont,New_York,America
Sheldon Springs,Franklin,Vermont,New_York,America
South Hero,Grand Isle,Vermont,New_York,America
Starksboro,Addison,Vermont,New_York,America
Swanton,Franklin,Vermont,New_York,America
Underhill,Chittenden,Vermont,New_York,America
Vergennes,Addison,Vermont,New_York,America
Waterville,Lamoille,Vermont,New_York,America
Westford,Chittenden,Vermont,New_York,America
Williston,Chittenden,Vermont,New_York,America
Montpelier,Washington,Vermont,New_York,America
Adamant,Washington,Vermont,New_York,America
Barre,Washington,Vermont,New_York,America
Cabot,Washington,Vermont,New_York,America
Calais,Washington,Vermont,New_York,America
East Barre,Orange,Vermont,New_York,America
East Calais,Washington,Vermont,New_York,America
East Montpelier,Washington,Vermont,New_York,America
Eden,Lamoille,Vermont,New_York,America
Eden Mills,Lamoille,Vermont,New_York,America
Graniteville,Washington,Vermont,New_York,America
Hyde Park,Lamoille,Vermont,New_York,America
Johnson,Lamoille,Vermont,New_York,America
Lake Elmore,Lamoille,Vermont,New_York,America
Marshfield,Washington,Vermont,New_York,America
Moretown,Washington,Vermont,New_York,America
Morrisville,Lamoille,Vermont,New_York,America
Northfield,Washington,Vermont,New_York,America
Northfield Falls,Washington,Vermont,New_York,America
Plainfield,Washington,Vermont,New_York,America
Roxbury,Washington,Vermont,New_York,America
Stowe,Lamoille,Vermont,New_York,America
Waitsfield,Washington,Vermont,New_York,America
Warren,Washington,Vermont,New_York,America
Washington,Orange,Vermont,New_York,America
Waterbury,Washington,Vermont,New_York,America
Waterbury Center,Washington,Vermont,New_York,America
Websterville,Washington,Vermont,New_York,America
Williamstown,Orange,Vermont,New_York,America
Wolcott,Lamoille,Vermont,New_York,America
Woodbury,Washington,Vermont,New_York,America
Worcester,Washington,Vermont,New_York,America
Rutland,Rutland,Vermont,New_York,America
Belmont,Rutland,Vermont,New_York,America
Bomoseen,Rutland,Vermont,New_York,America
Brandon,Rutland,Vermont,New_York,America
Bridport,Addison,Vermont,New_York,America
Castleton,Rutland,Vermont,New_York,America
Center Rutland,Rutland,Vermont,New_York,America
Chittenden,Rutland,Vermont,New_York,America
Cuttingsville,Rutland,Vermont,New_York,America
Danby,Rutland,Vermont,New_York,America
East Middlebury,Addison,Vermont,New_York,America
East Wallingford,Rutland,Vermont,New_York,America
Fair Haven,Rutland,Vermont,New_York,America
Florence,Rutland,Vermont,New_York,America
Granville,Addison,Vermont,New_York,America
Hancock,Addison,Vermont,New_York,America
Killington,Rutland,Vermont,New_York,America
Middlebury,Addison,Vermont,New_York,America
Middletown Springs,Rutland,Vermont,New_York,America
Mount Holly,Rutland,Vermont,New_York,America
North Clarendon,Rutland,Vermont,New_York,America
Orwell,Addison,Vermont,New_York,America
Pawlet,Rutland,Vermont,New_York,America
Pittsfield,Rutland,Vermont,New_York,America
Pittsford,Rutland,Vermont,New_York,America
Poultney,Rutland,Vermont,New_York,America
Proctor,Rutland,Vermont,New_York,America
Ripton,Addison,Vermont,New_York,America
Rochester,Windsor,Vermont,New_York,America
Salisbury,Addison,Vermont,New_York,America
Shoreham,Addison,Vermont,New_York,America
Stockbridge,Windsor,Vermont,New_York,America
Wallingford,Rutland,Vermont,New_York,America
Wells,Rutland,Vermont,New_York,America
West Pawlet,Rutland,Vermont,New_York,America
West Rupert,Bennington,Vermont,New_York,America
West Rutland,Rutland,Vermont,New_York,America
Whiting,Addison,Vermont,New_York,America
Saint Johnsbury,Caledonia,Vermont,New_York,America
Albany,Orleans,Vermont,New_York,America
Barnet,Caledonia,Vermont,New_York,America
Barton,Orleans,Vermont,New_York,America
Concord,Essex,Vermont,New_York,America
Coventry,Orleans,Vermont,New_York,America
Craftsbury,Orleans,Vermont,New_York,America
Craftsbury Common,Orleans,Vermont,New_York,America
Danville,Caledonia,Vermont,New_York,America
Derby,Orleans,Vermont,New_York,America
Derby Line,Orleans,Vermont,New_York,America
East Burke,Caledonia,Vermont,New_York,America
East Charleston,Orleans,Vermont,New_York,America
East Hardwick,Caledonia,Vermont,New_York,America
East Haven,Essex,Vermont,New_York,America
Glover,Orleans,Vermont,New_York,America
Greensboro,Orleans,Vermont,New_York,America
Greensboro Bend,Orleans,Vermont,New_York,America
Hardwick,Caledonia,Vermont,New_York,America
Irasburg,Orleans,Vermont,New_York,America
Island Pond,Essex,Vermont,New_York,America
Lowell,Orleans,Vermont,New_York,America
Lyndon Center,Caledonia,Vermont,New_York,America
Lyndonville,Caledonia,Vermont,New_York,America
Morgan,Orleans,Vermont,New_York,America
Newport,Orleans,Vermont,New_York,America
Newport Center,Orleans,Vermont,New_York,America
North Concord,Essex,Vermont,New_York,America
North Troy,Orleans,Vermont,New_York,America
Orleans,Orleans,Vermont,New_York,America
Peacham,Caledonia,Vermont,New_York,America
Sheffield,Caledonia,Vermont,New_York,America
Sutton,Caledonia,Vermont,New_York,America
Troy,Orleans,Vermont,New_York,America
West Burke,Caledonia,Vermont,New_York,America
West Charleston,Orleans,Vermont,New_York,America
West Danville,Caledonia,Vermont,New_York,America
Westfield,Orleans,Vermont,New_York,America
Barton,Orleans,Vermont,New_York,America
Averill,Essex,Vermont,New_York,America
Beecher Falls,Essex,Vermont,New_York,America
Canaan,Essex,Vermont,New_York,America
Gilman,Essex,Vermont,New_York,America
Guildhall,Essex,Vermont,New_York,America
Lunenburg,Essex,Vermont,New_York,America
Norton,Essex,Vermont,New_York,America
Avon,Hartford,Connecticut,New_York,America
Bloomfield,Hartford,Connecticut,New_York,America
Bristol,Hartford,Connecticut,New_York,America
Burlington,Hartford,Connecticut,New_York,America
Broad Brook,Hartford,Connecticut,New_York,America
Canaan,Litchfield,Connecticut,New_York,America
Canton,Hartford,Connecticut,New_York,America
Canton Center,Hartford,Connecticut,New_York,America
Colebrook,Litchfield,Connecticut,New_York,America
Collinsville,Hartford,Connecticut,New_York,America
East Berlin,Hartford,Connecticut,New_York,America
East Canaan,Litchfield,Connecticut,New_York,America
East Granby,Hartford,Connecticut,New_York,America
East Hartland,Hartford,Connecticut,New_York,America
Ellington,Tolland,Connecticut,New_York,America
Falls Village,Litchfield,Connecticut,New_York,America
Farmington,Hartford,Connecticut,New_York,America
Glastonbury,Hartford,Connecticut,New_York,America
Granby,Hartford,Connecticut,New_York,America
Berlin,Hartford,Connecticut,New_York,America
Lakeville,Litchfield,Connecticut,New_York,America
Manchester,Hartford,Connecticut,New_York,America
Manchester,Hartford,Connecticut,New_York,America
Bolton,Tolland,Connecticut,New_York,America
New Britain,Hartford,Connecticut,New_York,America
New Britain,Hartford,Connecticut,New_York,America
New Britain,Hartford,Connecticut,New_York,America
New Hartford,Litchfield,Connecticut,New_York,America
Norfolk,Litchfield,Connecticut,New_York,America
North Canton,Litchfield,Connecticut,New_York,America
North Granby,Hartford,Connecticut,New_York,America
Pine Meadow,Litchfield,Connecticut,New_York,America
Plainville,Hartford,Connecticut,New_York,America
Barkhamsted,Litchfield,Connecticut,New_York,America
Riverton,Hartford,Connecticut,New_York,America
Vernon Rockville,Tolland,Connecticut,New_York,America
Rocky Hill,Hartford,Connecticut,New_York,America
Salisbury,Litchfield,Connecticut,New_York,America
Sharon,Litchfield,Connecticut,New_York,America
Simsbury,Hartford,Connecticut,New_York,America
Somers,Tolland,Connecticut,New_York,America
South Glastonbury,Hartford,Connecticut,New_York,America
South Windsor,Hartford,Connecticut,New_York,America
Stafford Springs,Tolland,Connecticut,New_York,America
Suffield,Hartford,Connecticut,New_York,America
Tariffville,Hartford,Connecticut,New_York,America
Enfield,Hartford,Connecticut,New_York,America
Tolland,Tolland,Connecticut,New_York,America
Unionville,Hartford,Connecticut,New_York,America
East Windsor,Hartford,Connecticut,New_York,America
Weatogue,Hartford,Connecticut,New_York,America
West Granby,Hartford,Connecticut,New_York,America
West Hartland,Hartford,Connecticut,New_York,America
West Simsbury,Hartford,Connecticut,New_York,America
West Suffield,Hartford,Connecticut,New_York,America
Windsor,Hartford,Connecticut,New_York,America
Windsor Locks,Hartford,Connecticut,New_York,America
Winsted,Litchfield,Connecticut,New_York,America
Hartford,Hartford,Connecticut,New_York,America
Hartford,Hartford,Connecticut,New_York,America
Hartford,Hartford,Connecticut,New_York,America
West Hartford,Hartford,Connecticut,New_York,America
East Hartford,Hartford,Connecticut,New_York,America
Wethersfield,Hartford,Connecticut,New_York,America
West Hartford,Hartford,Connecticut,New_York,America
Newington,Hartford,Connecticut,New_York,America
Hartford,Hartford,Connecticut,New_York,America
Hartford,Hartford,Connecticut,New_York,America
West Hartford,Hartford,Connecticut,New_York,America
East Hartford,Hartford,Connecticut,New_York,America
West Hartford,Hartford,Connecticut,New_York,America
Hartford,Hartford,Connecticut,New_York,America
Hartford,Hartford,Connecticut,New_York,America
Willimantic,Windham,Connecticut,New_York,America
Amston,Tolland,Connecticut,New_York,America
Andover,Tolland,Connecticut,New_York,America
Brooklyn,Windham,Connecticut,New_York,America
Chaplin,Windham,Connecticut,New_York,America
Columbia,Tolland,Connecticut,New_York,America
Coventry,Tolland,Connecticut,New_York,America
Danielson,Windham,Connecticut,New_York,America
Dayville,Windham,Connecticut,New_York,America
Eastford,Windham,Connecticut,New_York,America
East Killingly,Windham,Connecticut,New_York,America
Hampton,Windham,Connecticut,New_York,America
Hebron,Tolland,Connecticut,New_York,America
Lebanon,New London,Connecticut,New_York,America
Mansfield Center,Tolland,Connecticut,New_York,America
North Franklin,New London,Connecticut,New_York,America
North Grosvenordale,Windham,Connecticut,New_York,America
North Windham,Windham,Connecticut,New_York,America
Pomfret Center,Windham,Connecticut,New_York,America
Putnam,Windham,Connecticut,New_York,America
Quinebaug,Windham,Connecticut,New_York,America
Rogers,Windham,Connecticut,New_York,America
Scotland,Windham,Connecticut,New_York,America
South Windham,Windham,Connecticut,New_York,America
Storrs Mansfield,Tolland,Connecticut,New_York,America
Storrs Mansfield,Tolland,Connecticut,New_York,America
Thompson,Windham,Connecticut,New_York,America
Ashford,Windham,Connecticut,New_York,America
Willington,Tolland,Connecticut,New_York,America
Windham,Windham,Connecticut,New_York,America
Woodstock,Windham,Connecticut,New_York,America
Woodstock Valley,Windham,Connecticut,New_York,America
New London,New London,Connecticut,New_York,America
Baltic,New London,Connecticut,New_York,America
Canterbury,Windham,Connecticut,New_York,America
Central Village,Windham,Connecticut,New_York,America
East Lyme,New London,Connecticut,New_York,America
Bozrah,New London,Connecticut,New_York,America
Gales Ferry,New London,Connecticut,New_York,America
Gilman,New London,Connecticut,New_York,America
Ledyard,New London,Connecticut,New_York,America
Groton,New London,Connecticut,New_York,America
Hanover,New London,Connecticut,New_York,America
Jewett City,New London,Connecticut,New_York,America
Montville,New London,Connecticut,New_York,America
Moosup,Windham,Connecticut,New_York,America
Mystic,New London,Connecticut,New_York,America
Niantic,New London,Connecticut,New_York,America
North Stonington,New London,Connecticut,New_York,America
Norwich,New London,Connecticut,New_York,America
Preston,New London,Connecticut,New_York,America
Oakdale,New London,Connecticut,New_York,America
Old Lyme,New London,Connecticut,New_York,America
Oneco,Windham,Connecticut,New_York,America
Plainfield,Windham,Connecticut,New_York,America
Quaker Hill,New London,Connecticut,New_York,America
South Lyme,New London,Connecticut,New_York,America
Sterling,Windham,Connecticut,New_York,America
Stonington,New London,Connecticut,New_York,America
Pawcatuck,New London,Connecticut,New_York,America
Taftville,New London,Connecticut,New_York,America
Uncasville,New London,Connecticut,New_York,America
Voluntown,New London,Connecticut,New_York,America
Waterford,New London,Connecticut,New_York,America
Wauregan,Windham,Connecticut,New_York,America
Yantic,New London,Connecticut,New_York,America
Fishers Island,Suffolk,New York,New_York,America
Ansonia,New Haven,Connecticut,New_York,America
Beacon Falls,New Haven,Connecticut,New_York,America
Branford,New Haven,Connecticut,New_York,America
Centerbrook,Middlesex,Connecticut,New_York,America
Cheshire,New Haven,Connecticut,New_York,America
Chester,Middlesex,Connecticut,New_York,America
Clinton,Middlesex,Connecticut,New_York,America
Cobalt,Middlesex,Connecticut,New_York,America
Colchester,New London,Connecticut,New_York,America
Cromwell,Middlesex,Connecticut,New_York,America
Deep River,Middlesex,Connecticut,New_York,America
Derby,New Haven,Connecticut,New_York,America
Killingworth,Middlesex,Connecticut,New_York,America
Salem,New London,Connecticut,New_York,America
Durham,Middlesex,Connecticut,New_York,America
East Haddam,Middlesex,Connecticut,New_York,America
East Hampton,Middlesex,Connecticut,New_York,America
Essex,Middlesex,Connecticut,New_York,America
Guilford,New Haven,Connecticut,New_York,America
Haddam,Middlesex,Connecticut,New_York,America
Higganum,Middlesex,Connecticut,New_York,America
Ivoryton,Middlesex,Connecticut,New_York,America
Madison,New Haven,Connecticut,New_York,America
Marion,Hartford,Connecticut,New_York,America
Marlborough,Hartford,Connecticut,New_York,America
Meriden,New Haven,Connecticut,New_York,America
Meriden,New Haven,Connecticut,New_York,America
Middlefield,Middlesex,Connecticut,New_York,America
Middle Haddam,Middlesex,Connecticut,New_York,America
Middletown,Middlesex,Connecticut,New_York,America
Milford,New Haven,Connecticut,New_York,America
Milford,New Haven,Connecticut,New_York,America
Milldale,Hartford,Connecticut,New_York,America
Monroe,Fairfield,Connecticut,New_York,America
Moodus,Middlesex,Connecticut,New_York,America
Newtown,Fairfield,Connecticut,New_York,America
North Branford,New Haven,Connecticut,New_York,America
Northford,New Haven,Connecticut,New_York,America
North Haven,New Haven,Connecticut,New_York,America
Old Saybrook,Middlesex,Connecticut,New_York,America
Orange,New Haven,Connecticut,New_York,America
Oxford,New Haven,Connecticut,New_York,America
Plantsville,Hartford,Connecticut,New_York,America
Portland,Middlesex,Connecticut,New_York,America
Rockfall,Middlesex,Connecticut,New_York,America
Sandy Hook,Fairfield,Connecticut,New_York,America
Seymour,New Haven,Connecticut,New_York,America
Shelton,Fairfield,Connecticut,New_York,America
Southbury,New Haven,Connecticut,New_York,America
Southington,Hartford,Connecticut,New_York,America
Wallingford,New Haven,Connecticut,New_York,America
Westbrook,Middlesex,Connecticut,New_York,America
New Haven,New Haven,Connecticut,New_York,America
New Haven,New Haven,Connecticut,New_York,America
East Haven,New Haven,Connecticut,New_York,America
New Haven,New Haven,Connecticut,New_York,America
Hamden,New Haven,Connecticut,New_York,America
New Haven,New Haven,Connecticut,New_York,America
West Haven,New Haven,Connecticut,New_York,America
Hamden,New Haven,Connecticut,New_York,America
Hamden,New Haven,Connecticut,New_York,America
New Haven,New Haven,Connecticut,New_York,America
Bethany,New Haven,Connecticut,New_York,America
Woodbridge,New Haven,Connecticut,New_York,America
Bridgeport,Fairfield,Connecticut,New_York,America
Bridgeport,Fairfield,Connecticut,New_York,America
Bridgeport,Fairfield,Connecticut,New_York,America
Bridgeport,Fairfield,Connecticut,New_York,America
Bridgeport,Fairfield,Connecticut,New_York,America
Bridgeport,Fairfield,Connecticut,New_York,America
Trumbull,Fairfield,Connecticut,New_York,America
Easton,Fairfield,Connecticut,New_York,America
Stratford,Fairfield,Connecticut,New_York,America
Stratford,Fairfield,Connecticut,New_York,America
Waterbury,New Haven,Connecticut,New_York,America
Waterbury,New Haven,Connecticut,New_York,America
Waterbury,New Haven,Connecticut,New_York,America
Waterbury,New Haven,Connecticut,New_York,America
Waterbury,New Haven,Connecticut,New_York,America
Waterbury,New Haven,Connecticut,New_York,America
Prospect,New Haven,Connecticut,New_York,America
Wolcott,New Haven,Connecticut,New_York,America
Bantam,Litchfield,Connecticut,New_York,America
Bethlehem,Litchfield,Connecticut,New_York,America
Bridgewater,Litchfield,Connecticut,New_York,America
Cornwall Bridge,Litchfield,Connecticut,New_York,America
Gaylordsville,Litchfield,Connecticut,New_York,America
Goshen,Litchfield,Connecticut,New_York,America
Kent,Litchfield,Connecticut,New_York,America
Lakeside,Litchfield,Connecticut,New_York,America
Litchfield,Litchfield,Connecticut,New_York,America
Middlebury,New Haven,Connecticut,New_York,America
Morris,Litchfield,Connecticut,New_York,America
Naugatuck,New Haven,Connecticut,New_York,America
New Milford,Litchfield,Connecticut,New_York,America
New Preston Marble Dale,Litchfield,Connecticut,New_York,America
Northfield,Litchfield,Connecticut,New_York,America
Oakville,Litchfield,Connecticut,New_York,America
Plymouth,Litchfield,Connecticut,New_York,America
Roxbury,Litchfield,Connecticut,New_York,America
Sherman,Fairfield,Connecticut,New_York,America
South Kent,Litchfield,Connecticut,New_York,America
Terryville,Litchfield,Connecticut,New_York,America
Thomaston,Litchfield,Connecticut,New_York,America
Torrington,Litchfield,Connecticut,New_York,America
Harwinton,Litchfield,Connecticut,New_York,America
Washington,Litchfield,Connecticut,New_York,America
Washington Depot,Litchfield,Connecticut,New_York,America
Watertown,Litchfield,Connecticut,New_York,America
West Cornwall,Litchfield,Connecticut,New_York,America
Woodbury,Litchfield,Connecticut,New_York,America
Bethel,Fairfield,Connecticut,New_York,America
Brookfield,Fairfield,Connecticut,New_York,America
Cos Cob,Fairfield,Connecticut,New_York,America
Danbury,Fairfield,Connecticut,New_York,America
Danbury,Fairfield,Connecticut,New_York,America
New Fairfield,Fairfield,Connecticut,New_York,America
Darien,Fairfield,Connecticut,New_York,America
Fairfield,Fairfield,Connecticut,New_York,America
Fairfield,Fairfield,Connecticut,New_York,America
Greenwich,Fairfield,Connecticut,New_York,America
Greenwich,Fairfield,Connecticut,New_York,America
New Canaan,Fairfield,Connecticut,New_York,America
Norwalk,Fairfield,Connecticut,New_York,America
Norwalk,Fairfield,Connecticut,New_York,America
Norwalk,Fairfield,Connecticut,New_York,America
Norwalk,Fairfield,Connecticut,New_York,America
Norwalk,Fairfield,Connecticut,New_York,America
Norwalk,Fairfield,Connecticut,New_York,America
Old Greenwich,Fairfield,Connecticut,New_York,America
Ridgefield,Fairfield,Connecticut,New_York,America
Riverside,Fairfield,Connecticut,New_York,America
Westport,Fairfield,Connecticut,New_York,America
Weston,Fairfield,Connecticut,New_York,America
Southport,Fairfield,Connecticut,New_York,America
Redding,Fairfield,Connecticut,New_York,America
Wilton,Fairfield,Connecticut,New_York,America
Stamford,Fairfield,Connecticut,New_York,America
Stamford,Fairfield,Connecticut,New_York,America
Stamford,Fairfield,Connecticut,New_York,America
Stamford,Fairfield,Connecticut,New_York,America
Stamford,Fairfield,Connecticut,New_York,America
Stamford,Fairfield,Connecticut,New_York,America
Avenel,Middlesex,New Jersey,New_York,America
Bayonne,Hudson,New Jersey,New_York,America
Bloomfield,Essex,New Jersey,New_York,America
Fairfield,Essex,New Jersey,New_York,America
Boonton,Morris,New Jersey,New_York,America
Caldwell,Essex,New Jersey,New_York,America
Carteret,Middlesex,New Jersey,New_York,America
Cedar Grove,Essex,New Jersey,New_York,America
Cliffside Park,Bergen,New Jersey,New_York,America
Clifton,Passaic,New Jersey,New_York,America
Clifton,Passaic,New Jersey,New_York,America
Clifton,Passaic,New Jersey,New_York,America
Clifton,Passaic,New Jersey,New_York,America
Cranford,Union,New Jersey,New_York,America
East Orange,Essex,New Jersey,New_York,America
East Orange,Essex,New Jersey,New_York,America
Edgewater,Bergen,New Jersey,New_York,America
Essex Fells,Essex,New Jersey,New_York,America
Fairview,Bergen,New Jersey,New_York,America
Fanwood,Union,New Jersey,New_York,America
Fort Lee,Bergen,New Jersey,New_York,America
Garfield,Bergen,New Jersey,New_York,America
Garwood,Union,New Jersey,New_York,America
Glen Ridge,Essex,New Jersey,New_York,America
Harrison,Hudson,New Jersey,New_York,America
Hoboken,Hudson,New Jersey,New_York,America
North Arlington,Bergen,New Jersey,New_York,America
Kearny,Hudson,New Jersey,New_York,America
Kenilworth,Union,New Jersey,New_York,America
Lake Hiawatha,Morris,New Jersey,New_York,America
Lincoln Park,Morris,New Jersey,New_York,America
Linden,Union,New Jersey,New_York,America
Livingston,Essex,New Jersey,New_York,America
Maplewood,Essex,New Jersey,New_York,America
Millburn,Essex,New Jersey,New_York,America
Montclair,Essex,New Jersey,New_York,America
Montclair,Essex,New Jersey,New_York,America
Verona,Essex,New Jersey,New_York,America
Montville,Morris,New Jersey,New_York,America
Mountain Lakes,Morris,New Jersey,New_York,America
North Bergen,Hudson,New Jersey,New_York,America
Orange,Essex,New Jersey,New_York,America
West Orange,Essex,New Jersey,New_York,America
Parsippany,Morris,New Jersey,New_York,America
Passaic,Passaic,New Jersey,New_York,America
Wallington,Bergen,New Jersey,New_York,America
Pine Brook,Morris,New Jersey,New_York,America
Warren,Somerset,New Jersey,New_York,America
Plainfield,Union,New Jersey,New_York,America
Plainfield,Union,New Jersey,New_York,America
Plainfield,Union,New Jersey,New_York,America
Port Reading,Middlesex,New Jersey,New_York,America
Rahway,Union,New Jersey,New_York,America
Clark,Union,New Jersey,New_York,America
Colonia,Middlesex,New Jersey,New_York,America
Roseland,Essex,New Jersey,New_York,America
